15545,195.99771799087466
15784,-1
15818,195.99771799087466
16056,-1
16090,195.99771799087466
16329,-1
16363,233.0818807590449
16772,-1
16772,261.6255653005986
17090,-1
17090,311.1269837220809
17181,-1
17181,293.66476791740763
17363,-1
17363,311.1269837220809
17454,-1
17454,293.66476791740763
17545,-1
17727,195.99771799087466
17965,-1
17999,195.99771799087466
18238,-1
18272,195.99771799087466
18511,-1
18545,233.0818807590449
18784,-1
18818,233.0818807590449
19056,-1
19090,233.0818807590449
19363,-1
19363,195.99771799087466
19499,-1
19909,195.99771799087466
20147,-1
20181,195.99771799087466
20420,-1
20454,195.99771799087466
20693,-1
20727,233.0818807590449
21136,-1
21136,261.6255653005986
21454,-1
21454,311.1269837220809
21545,-1
21545,293.66476791740763
21727,-1
21727,311.1269837220809
21818,-1
21818,293.66476791740763
21909,-1
22090,195.99771799087466
22329,-1
22363,195.99771799087466
22602,-1
22636,195.99771799087466
22874,-1
22909,233.0818807590449
23147,-1
23181,233.0818807590449
23420,-1
23454,233.0818807590449
23727,-1
23727,195.99771799087466
23863,-1
24272,195.99771799087466
24511,-1
24545,195.99771799087466
24784,-1
24818,195.99771799087466
25056,-1
25090,233.0818807590449
25499,-1
25499,261.6255653005986
25818,-1
25818,311.1269837220809
25909,-1
25909,293.66476791740763
26090,-1
26090,311.1269837220809
26181,-1
26181,293.66476791740763
26272,-1
26454,195.99771799087466
26693,-1
26727,195.99771799087466
26965,-1
26999,195.99771799087466
27238,-1
27272,195.99771799087466
27511,-1
27545,195.99771799087466
27647,-1
27681,195.99771799087466
27954,-1
28892,739.9888454232688
28909,-1
28909,783.9908719634984
29147,-1
29164,739.9888454232688
29181,-1
29181,783.9908719634984
29420,-1
29437,739.9888454232688
29454,-1
29454,783.9908719634984
29727,-1
31346,739.9888454232688
31363,-1
31363,783.9908719634984
31602,-1
31636,195.99771799087466
31874,-1
31909,195.99771799087466
32011,-1
32045,195.99771799087466
32113,-1
33255,739.9888454232688
33272,-1
33272,783.9908719634984
33511,-1
33528,739.9888454232688
33545,-1
33545,783.9908719634984
33784,-1
33801,739.9888454232688
33818,-1
33818,783.9908719634984
34090,-1
35710,739.9888454232688
35727,-1
35727,783.9908719634984
35965,-1
37619,739.9888454232688
37636,-1
37636,783.9908719634984
37874,-1
37892,739.9888454232688
37909,-1
37909,783.9908719634984
38147,-1
38164,739.9888454232688
38181,-1
38181,783.9908719634984
38454,-1
40073,739.9888454232688
40090,-1
40090,783.9908719634984
40329,-1
40363,195.99771799087466
40602,-1
40636,195.99771799087466
40738,-1
40772,195.99771799087466
40840,-1
41982,739.9888454232688
41999,-1
41999,783.9908719634984
42238,-1
42255,739.9888454232688
42272,-1
42272,783.9908719634984
42511,-1
42528,739.9888454232688
42545,-1
42545,783.9908719634984
42818,-1
44437,739.9888454232688
44454,-1
44454,783.9908719634984
44693,-1
46346,739.9888454232688
46363,-1
46363,783.9908719634984
46602,-1
46619,739.9888454232688
46636,-1
46636,783.9908719634984
46874,-1
46891,739.9888454232688
46909,-1
46909,783.9908719634984
47181,-1
48801,739.9888454232688
48818,-1
48818,783.9908719634984
49056,-1
49090,195.99771799087466
49329,-1
49363,195.99771799087466
49465,-1
49499,195.99771799087466
49568,-1
50710,739.9888454232688
50727,-1
50727,783.9908719634984
50965,-1
50982,739.9888454232688
50999,-1
50999,783.9908719634984
51238,-1
51255,739.9888454232688
51272,-1
51272,783.9908719634984
51545,-1
53164,739.9888454232688
53181,-1
53181,783.9908719634984
53420,-1
55073,739.9888454232688
55090,-1
55090,783.9908719634984
55329,-1
55346,739.9888454232688
55363,-1
55363,783.9908719634984
55602,-1
55619,739.9888454232688
55636,-1
55636,783.9908719634984
55909,-1
57528,739.9888454232688
57545,-1
57545,783.9908719634984
57784,-1
57818,195.99771799087466
58056,-1
58090,195.99771799087466
58193,-1
58227,195.99771799087466
58295,-1
59437,739.9888454232688
59454,-1
59454,783.9908719634984
59693,-1
59710,739.9888454232688
59727,-1
59727,783.9908719634984
59965,-1
59982,739.9888454232688
59999,-1
59999,783.9908719634984
60272,-1
61891,739.9888454232688
61909,-1
61909,783.9908719634984
62147,-1
63545,391.9954359817492
